index,tier,leagueId,queue,name,entries
49,CHALLENGER,946274f2-16b6-376e-8d60-e07ef8f06a7f,RANKED_TFT,Orianna's Dragons,"{'summonerId': 'llzafIJQ_vsbOVvpC6L3PN1KarXMdaWxFjBmjVQNVnAwzw', 'summonerName': '검푸른 잎사귀', 'leaguePoints': 1131, 'rank': 'I', 'wins': 185, 'losses': 136, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}"
50,CHALLENGER,946274f2-16b6-376e-8d60-e07ef8f06a7f,RANKED_TFT,Orianna's Dragons,"{'summonerId': 'xgcKS6Nbm-btqUAHxJ58mm_NkSeOGYdJgznAMBN6-fDcoWs', 'summonerName': '돌던지는노인', 'leaguePoints': 1135, 'rank': 'I', 'wins': 397, 'losses': 365, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}"
51,CHALLENGER,946274f2-16b6-376e-8d60-e07ef8f06a7f,RANKED_TFT,Orianna's Dragons,"{'summonerId': '5vD1foMQZtgDksmzQMek--w5JfQ9u36SN4S5WwIpYcWWf0TO8S4CfbGcKg', 'summonerName': 'twitch 초신성', 'leaguePoints': 1061, 'rank': 'I', 'wins': 310, 'losses': 250, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}"
52,CHALLENGER,946274f2-16b6-376e-8d60-e07ef8f06a7f,RANKED_TFT,Orianna's Dragons,"{'summonerId': '5dOrPJgMc32wN88Ww-11PHti1sZxqUiMsghLEbA0CuNeYQ', 'summonerName': '전형수', 'leaguePoints': 1010, 'rank': 'I', 'wins': 77, 'losses': 47, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}"
53,CHALLENGER,946274f2-16b6-376e-8d60-e07ef8f06a7f,RANKED_TFT,Orianna's Dragons,"{'summonerId': '04xshAnkO7uOBAQsbpdH7095z90ZzhdN3s73y5J3cwiQ0CA', 'summonerName': '실수로리롤두번', 'leaguePoints': 1139, 'rank': 'I', 'wins': 190, 'losses': 153, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}"
54,CHALLENGER,946274f2-16b6-376e-8d60-e07ef8f06a7f,RANKED_TFT,Orianna's Dragons,"{'summonerId': 'lXAbhz9wxQDn7mWHV1neMAbUEi-_HvsVWsNIDf-21mKVQEA', 'summonerName': '올해농사대박', 'leaguePoints': 996, 'rank': 'I', 'wins': 210, 'losses': 176, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}"
55,CHALLENGER,946274f2-16b6-376e-8d60-e07ef8f06a7f,RANKED_TFT,Orianna's Dragons,"{'summonerId': 'PmbIOflJgZ_lsFPqLsrwprR_OaDzX-D_UOWYvwJDEzu3FEbEQPSPvsXINw', 'summonerName': '록 달', 'leaguePoints': 1062, 'rank': 'I', 'wins': 280, 'losses': 232, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': True}"
56,CHALLENGER,946274f2-16b6-376e-8d60-e07ef8f06a7f,RANKED_TFT,Orianna's Dragons,"{'summonerId': 'xGJEKnWmcWe7X_IrDIrgIHnXWmNw0Z0KIRnRWH-Ofsjr3Kz_0dUIiUY8pg', 'summonerName': '스미노프', 'leaguePoints': 1210, 'rank': 'I', 'wins': 112, 'losses': 64, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}"
57,CHALLENGER,946274f2-16b6-376e-8d60-e07ef8f06a7f,RANKED_TFT,Orianna's Dragons,"{'summonerId': '4keeQFqunHAB0Tu33wArc2j9zlXtNaIRQbzM9FH8P20YMNM', 'summonerName': '숲들숲들', 'leaguePoints': 1082, 'rank': 'I', 'wins': 98, 'losses': 78, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}"
58,CHALLENGER,946274f2-16b6-376e-8d60-e07ef8f06a7f,RANKED_TFT,Orianna's Dragons,"{'summonerId': '-ijdjQ3vd1zWP2ZMhfVl3T6CWlB6LRUJeeLdoy66jjprYg', 'summonerName': '계속 박어 난 ', 'leaguePoints': 1005, 'rank': 'I', 'wins': 193, 'losses': 142, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}"
